Album,Track Num,Song,Popularity,Lyrics,Duration (s),Acousticness,Danceability,Energy,Instrumentalness,Key,Liveness,Loudness,Mode,Speechiness,Tempo,Time Signature,Valence
Cuz I Love You (Deluxe),11,Lingerie,59,"(Yeah)
Damn

Hair down, moonlit
Look at my lipstick
So thick, so fit
Wanna put your lips in places, ooh
The sun don't shine there
I like that right there (I like that)
Keep goin’ and goin' and keep it flowin', uh
You know what you doin’, don't you?

So I lounge around in my lingerie
I wanna be prepared for you just in case
So I lounge around in my lingerie
You better come my way

I don't got no secrets you don't know
These panties are see-through, I'm exposed, yeah
Treat you with my body, my eyes closed
Baby, let me feel you close
You make me crescendo, I'm going up
Ooh, ooh, ooh, yeah
Let's open the window
And let the world know
Oh, oh, oh

So I lounge around in my lingerie
I wanna be prepared for you just in case
So I lounge around in my lingerie
You better come my way

Yeah, yeah, ow
Ooh, ooh-ooh, ooh
Ooh, ooh-ooh, ooh
Ooh, ooh-ooh, ooh
Ooh, ooh-ooh, ooh

So I lounge around in my lingerie
I wanna be prepared for you just in case, yeah
So I lounge around in my lingerie
Ooh, you better come my way",201.619,0.215,0.681,0.488,0.000766,0,0.11,-5.314,1,0.152,132.077,4,0.628
Cuz I Love You (Deluxe),12,Boys,74,"Ay, boy, whatcha say, boy?
You tryna play coy like a Gameboy?
Hit my phone boy, is you home boy?
Are you alone boy? Come give me dome, boy
Got a boy with degrees, a boy in the streets
A boy on his knees, he a man in the sheets
Sheesh, it's all Greek to me
Got this boy speaking Spanish, ay Papi

Baby, I don't need you
I just wanna freak you
I heard you a freak too
What's 2 plus 2? (4, 3, 2, ow)

Boys, boys, boys
Make a girl go crazy (4, 3, 2, ow)
Boys, boys, boys
Make a girl go crazy (4, 3, 2, ow)

I like big boys, itty bitty boys
Mississippi boys, inner city boys
I like the pretty boys with the bow tie
Get your nails did, let it blow dry
I like a big beard, I like a clean face
I don't discriminate, come and get a taste
From the playboys to the gay boys
Go and slay, boys, you my fave boys

Baby, I don't need you (I don't need)
I just wanna freak you (Want, I want it bad)
I heard you a freak too (That's right)
What's 2 plus 2? (4, 3, 2, ow)

Boys, boys, boys
Make a girl go crazy (4, 3, 2, ow)
Boys, boys, boys
Make a girl go crazy (4, 3, 2, ow)

4, 3, 2, ow (Woo)
Boys, boys, boys
Make a girl go crazy (4, 3, 2, ow, done lost your mind)
Boys, boys, boys
Make a girl go crazy, ow",172.63,0.00317,0.891,0.587,0.000154,6,0.0487,-4.281,0,0.115,120.029,4,0.753
Cuz I Love You (Deluxe),13,Truth Hurts,91,"Why're men great 'til they gotta be great?
Woo!

I just took a DNA test, turns out I'm 100% that bitch
Even when I'm crying crazy
Yeah, I got boy problems, that's the human in me
Bling bling, then I solve 'em, that's the goddess in me
You coulda had a bad bitch, non-committal
Help you with your career just a little
You're 'posed to hold me down, but you're holding me back
And that's the sound of me not calling you back

Why're men great 'til they gotta be great? ('til they gotta be)
Don't text me, tell it straight to my face (tell it straight to my face)
Best friend sat me down in the salon chair (down in the salon)
Shampoo press, get you out of my hair (my hair)
Fresh photos with the bomb lighting (bomb lighting)
New man on the Minnesota Vikings (Minnesota Vikings)
Truth hurts, needed something more exciting (ooh, yeah, yeah, yeah, yeah)
Bom bom bi dom bi dum bum bay

You tried to break my heart?
Oh, that breaks my heart
That you thought you ever had it
No, you ain't from the start
Hey, I'm glad you're back with your bitch
I mean, who would wanna hide this?
I will never, ever, ever, ever, ever be your side chick
I put the sing in single
Ain't worried 'bout a ring on my finger
So you can tell your friend, “shoot your shot” when you see 'em
It's okay, he already in my DMs

Why're men great 'til they gotta be great? ('til they gotta be)
Don't text me, tell it straight to my face (tell it straight to my face)
Best friend sat me down in the salon chair (down in the salon)
Shampoo press, get you out of my hair (my hair)
Fresh photos with the bomb lighting (bomb lighting)
New man on the Minnesota Vikings (Minnesota Vikings)
Truth hurts, needed something more exciting (ooh, yeah, yeah, yeah, yeah)
Bom bom bi dom bi dum bum bay

I'ma hit you back in a minute (yeah, yeah)
I don't play tag, bitch, I been it (one time)
We don't fuck with lies (two times), we don't do goodbyes (woo)
We just keep it pushing like ay-ay-ay
I'ma hit you back in a minute (yeah, yeah)
I don't play tag, bitch, I been it (one time)
We don't fuck with lies (two times), we don't do goodbyes (woo)
We just keep it pushing like ay-ay-ay (woo)

Why're men great 'til they gotta be great? ('til they gotta be)
Don't text me, tell it straight to my face (tell it straight to my face)
Best friend sat me down in the salon chair (down in the salon)
Shampoo press, get you out of my hair (my hair)
Fresh photos with the bomb lighting (bomb lighting)
New man on the Minnesota Vikings (Minnesota Vikings)
Truth hurts, needed something more exciting (ooh, yeah, yeah, yeah, yeah)
Bom bom bi dom bi dum bum bay

With the bomb lighting
Minnesota Vikings
Ooh, yeah, yeah, yeah, yeah",173.325,0.11,0.715,0.624,0.0,4,0.123,-3.046,0,0.114,158.087,4,0.412
Cuz I Love You (Deluxe),14,Water Me,69,"I am free, yeah yeah
Come water me, oh oh
Love you so, but if you don't
I have to leave, oh no
I am free, yeah yeah
Come water me, oh oh
Love you so, but if you don't
I have to leave, oh no

It's hot, I think I wanna kick off both of my socks
I can feel it boilin' up in this pot
A closed mouth don't get fed, is you hungry or not?
Like brr brr, operator
Caboose like, choo choo, bless my trainer
Thank God, thank God, thank God, I'm gettin' thicker
And I got 'em sweatin' in the middle of the winter

(Get up) I don't get dehydrated, I moisturize it daily
I am my inspiration, I am my inspiration
(Get up) But I love you, no limit, I need to know you in it
If you got time, let's spend it

I am free, yeah yeah
Come water me, oh oh
Love you so, but if you don't
I have to leave, oh no
I am free, yeah yeah
Come water me, oh oh
Love you so, but if you don't
I have to leave, oh no

I think I need a washrag, perspiratin'
Gimme that sweet tea, you think I'm playin'
I need it all night, no sleep
You can get it in the kitchen if you sweatin' out the sheets
Like brr brr, operator
You got me like, hee hee, Mike Jackson
Thank God, thank God, thank God, I'm gettin' thicker
And I can make you boil up, baby, let it simmer

(Get up) I don't get dehydrated, I moisturize it daily
I am my inspiration, I am my inspiration
(Get up) But I love you, no limit, I need to know you in it
If you got time, let's spend it

I am free, yeah yeah
Come water me, oh oh
Love you so, but if you don't
I have to leave, oh no
I am free, yeah yeah
Come water me, oh oh
Love you so, but if you don't
I have to leave, oh no

I'm so pretty and so ditty and these boys be after kitty
I just snap and pivot, uh huh, uh huh
I'm so pretty and so ditty and these boys be after kitty
I just snap and pivot, uh huh, uh huh

(Get up) I don't get dehydrated, I moisturize it daily
I am my inspiration, I am my inspiration
(Get up) But I love you, no limit, I need to know you in it
If you got time, let's spend it

I am free, yeah yeah
Come water me, oh oh
Love you so, but if you don't
I have to leave, oh no
I am free, yeah yeah
Come water me, oh oh
Love you so, but if you don't
I have to leave, oh no",185.595,0.0292,0.67,0.966,0.0,3,0.185,-1.994,0,0.177,113.046,4,0.77
Big GRRRL Small World,1,Ain't I,43,"Uh, uh, uh, I'm in the, I'm in the, I'm in the
I'm in the business of making music, that music business
The fitness, no one can witness cause I
I make that crack music (nigga!), uh
That real Black music (nigga!)
The only singles that I'm dropping are the ones
Flapping at the band of your white briefs
White boys please! Can barely believe
I walk by as they hold they skeets by the seams of they jeans
C.R.E.A.M. get the money, and run it to the hills y'all
Straight into my pocket, tired of the deals dog
Start my own label, keep the leaking sealed off
If you got a big mouth, then you might get peeled off
I'm the only fat-lipped bass, my flipper--vroom!--peel off
Eating flounder, Sebastian's like some bath salts
Munching on his bones, looking at him like ""It's yo' fault!""
""Look at what you made me do! Yo, pass the hot sauce""

Looking at the back of Sophia Eris's head
Eating a sammich (but we don't got bread!)
Got a spider ass bite on my head, hangry
Feeling soupy, I brought my fuck in, yo I'm duckin'
Donald, Daffy, Howards, them cowards
Could never throw shots at a super with power
What was Russia without the czars?
What was Henry Ford without the cars?
My grandparents worked at Ford factory
So Henry is nothing without my family tree
And his slave-owning family needed Black blood still
So I think we need a spot up on Henry's will
That would never be the case, in case you ain't keeping up
I'm dishing out cases of that heavy bass
And them bassheads straight from the oppressor's loins
Are giving us our ""Free us!"" in hella coin

So bob your head crazy, bob your head crazy
Hip-hop, hip-hop turned crack from the era of crack babies
Bob your head crazy, bob your head crazy
Hip-hop, about to give oratories in stadiums and laboratories
Bob your head crazy, bob your head crazy
Hip-hop, hip-hop turned crack from the era of crack babies
Bob your head crazy, bob your head crazy
Hip-hop, about to give oratories--
(Big GRRRL, Small World!)

It don't matter how deep yo' pockets go
They still get they fill, fingers scrape the bottom
It don't matter how deep yo' soul is
They sho' is blinded by the light
It don't matter how deep yo' pockets go
They still get they fill, fingers scrape the bottom
It don't matter how deep yo' soul is
They sho' is blinded by the light!
(Crazy!)

Bob your head crazy, bob your head crazy
Hip-hop, hip-hop turned crack from the era of crack babies
Bob your head crazy, bob your head crazy
Hip-hop, about to give oratories in stadiums and laboratories
Bob your head crazy, bob your head crazy
Hip-hop, hip-hop turned crack from the era of crack babies
Bob your head crazy, bob your head crazy
Hip-hop, about to give oratories in stadiums and laboratories

And ain't I a woman? Ain't I a woman? Ain't I a woman?!",236.467,0.0818,0.632,0.708,1.69e-06,1,0.602,-5.791,1,0.299,86.101,4,0.401
Big GRRRL Small World,2,Betcha,40,"My ni-hick-a, momma hiccup
Got to pick up the whole damn check plus the tip 'cause
Bosses right off they dinner
You lookin like, I say what I am the breadwinner
You a crip bruh, just the tip, cuz
Got to go how you say 'bouts the dim sum
Heavy setter (boss), jet-setter (floss)
Oh you too hotel me but
You ain't in the Best Western
Balls to wall in your courtroom
Objectify and undress you
'Til you the last one in the darkroom
Exposure bitch, don't get sued
Big business say forever, that's a mighty long time
A wise woman once told me even 

And you can't see me
Even if you have binoculars
You can't see me
Even if you had glasses
You can't read me
All these bitches in the coup
Looking like Stevie

Betch'you ain't cool
You needy
Betch'you ain't cool
You needy
Betch'you ain't cool
You needy
Betch'you ain't cool
You needy
Betch'you ain't, betch'you ain't cool
You needy
Betch'you ain't cool
You needy
Betch'you ain't cool
You needy
Betch'you ain't cool
You needy
Betch'you ain't cool
You needy
Betch'you ain't, Betch'you ain't cool
You needy
(You needy)

Yup, 'bout to post my list on the wall
Of the school auditroium
Tacked up neatly
Sheets upon sheets upon sheets
For weeks upon weeks upon weeks
That these people cold feet
I've got a tissue for you boo-hoos
Hip-hop guys 'round singing the blues
I ain't talking bout the rapper
I'm talking bout the gift beneath the wrappers
Called a happily ever after
Fact is, it ain't too late
You still been making them hits
Since the seventh grade
Big business, say forever
That's a mighty long time
A wise woman once told me
And you can't see me
Even if you have binoculars
You can't see me
Even if you have glasses
You can't read me
All these bitches in the coup
Looking like Stevie
Betch'you ain't cool
You needy
Betch'you ain't cool
You needy
Betch'you ain't cool
You needy
Betch'you ain't cool
You needy
Betch'you ain't, betch'you ain't cool
You needy
Betch'you ain't cool
You needy
Betch'you ain't cool
You needy
Betch'you ain't cool
You needy
Betch'you ain't cool
You needy
Betch'you ain't, Betch'you ain't cool
You needy
Betch'you ain't cool
You needy
Betch'you ain't cool
You needy, You needy
You ain't cool
You needy
Betch'you ain't, Betch'you ain't cool
You needy
Betch'you ain't, Betch'you ain't cool
You needy
Rah Rah Rah
Uh, Ima pop a cherry today
Alright, Ima pop a cherry today
Ima pop a cherry today, no
Ima pop a cherry today
You can't murder
Runnin out the game (get it)
Gettin locked up or
Gettin locked up
You know I used to get rich",179.18,0.0143,0.729,0.619,0.0,2,0.23,-7.06,1,0.396,175.947,4,0.388
Big GRRRL Small World,3,Ride,33,"LA carolin' with Carolyn
Caroline but I had to make it rhyme, I'm
Addicted to that weather like heroin
That is why I cannot give it any time, just say no!
It's too good to me, you are too good to me
O.D. on compliments, I need some oxygen
So I dip to the PNW, some of ya don't need where that is - good!
Need a little solitude with my crew
'Membering what's real is what makes you you, oh!
It's too good to me, know it's no good for me
I can't be out here homie, what it used to be
Sitting in bed like ""man!"", wishing
Itching for days with no end
Sound checks, checks in, audiences rapping
Getting full of that adrenaline, eat it up like Satan
You can't have it? Take it, you can't man up? K then
Breaking up my cadence, got that willpower like Jaden, blaow!

And we keep it going up
Make it go around, around, again
And we keep it going up
Going up
And we keep it going up
Make it go around, around, again
And we keep it going up
Going up

Flying into Paris with Sophia Eris
Had a heart-to-heart over fresh croissant
Wondering why these dudes be tripping
She like ""Girl I'm past giving a damn!""
YOLO, guess that's why he want a photo
Dressed in Polo, arm around me after the show
But never there when I need hoes
Open mind but my heart closed, ah!
Where ya been? Back again, young man?
I remember you from way way when
You never gave it or reciprocated
But when I bounced for my sake, you peeped your mistake
""She left me"" is always the excuse
I swear there should be support groups for men without Lizzo
Meet once a week and deal with y'all issues
Google me and jack off in a tissue

Yeah! You know what though?
We keep it going up
Make it go around, around, again
And we keep it going up
Going up
And we keep it going up
Make it go around, around, again
And we keep it going up
Going up

I will never be the person that you want me to
Feeling like I can't amount in what I'm 'sposed to do
But I'm here now, like how this happen?
Head in the pillows, I'm crunching on Cap'n
I'm chilling, I swear I been chilling
Taking a break, feeling hella breakable
I was taught that life has no regrets and no mistakes, no no
Bet I made some, granted
But my heart cold bruh, definitely definitely granite
Wrote this song halfway to Chicago
Wondering if I should call you
What, to make you feel special?
Would it give me reasons to forget you?
(Hey, you reached Lizzo. Leave me a message..)
I'm out of state, out of time
You more like out of sight, out of mind

Yeah! You know what though?
We keep it going up
Make it go around, around, again
And we keep it going up
Going up
And we keep it going up
Make it go around, around, again
And we keep it going up
Going up",229.918,0.148,0.808,0.885,0.0,7,0.169,-4.062,1,0.227,112.033,4,0.56
Big GRRRL Small World,4,Humanize,42,"I try, I try to try, and see the love through human eyes
(Humanize me, baby)
I try, I try to try, and see the love through human eyes
(Humanize me, baby)
I try, I try to try, and see the love through human eyes
(Humanize me, baby)
I try, I try to try, and see the love through human eyes
(Humanize me, baby)

My hands are cold
My lips are tired, tryin' to blow (blow!)
To give them warmth
It's not enough, one heart alone
Cannot suffice
It simply can't, I've done the math
But in due time
There is no chance, for love

I try to try (see the love through)
I try, to try

Your skin is warm
It keeps me up though I am tired
I’m tryin' to know
What else? Why else has this happened?
One man alone
Cannot suffice, I’ve done the research
Ignore the role
Inside my bed, your lion features (no!)
You can't lay on my shoulder
There are spikes and scales
And your cheek would just depress me
(In) a heavy haze, we love it
Love the taste of it, (you clench your jaw)
We love it, (you love it!)

Humanize me, baby
Humanize me, baby
I try!

I try to try, I, I (see the love through)
I try to try, and see the love through human eyes
Who's gonna open the door?

(By your side standing)
(I will be there by your side standing)

I try, I try to try, and see the love through human eyes
I try, I try to try, and see the love through human eyes
I try, I try to try, and see the love through human eyes
(Humanize me, baby, ooh!)
I try, I try to try, and see the love through human eyes
(Humanize me, baby)

You smell so good
You’re broke
Broken",210.484,0.456,0.676,0.544,1.03e-05,0,0.289,-8.012,1,0.111,114.962,4,0.439
Big GRRRL Small World,5,Bother Me,39,"Have you ever been to Paris at night?
Say something French

Right out the gate, I'm flowin' individually
You owe me your check
Respecting a pony, I swear to God like a helmet
Free as I move booze
I'm paid to amuse you's
Amazed at how soon we could get this far
Broke off of mix tapes
Still broke off that mix tape
But I promise y'all that it won't last as long
'Cause me and my girls, delinquents
We renting jewels and the trinkets
Trumps bumping something fan fare when we arrive like

Hard rap, card trap, made for the mall rat
Blast this, in ear, make them witness
Don't bother me when I'm on the road
You on mama's back
Drops it, drops it on the floor
Don't bother me when I'm on the road
You on mama's back
Drops it, drops it on the floor

I feel like any minute decision
With precision, I pick off
Make my selection on who I choose to crew with
Girl, don't touch us
I know you want us to slip but
Slippin' is something we don't do
Tippin' for life, grippin' that ice
You thirsty to wife, uh
We playing y'all home like bassoons
We going straight up like balloons
We fresh outta that saloon
We steady making y'all goals droop
With that vidal, with that sasoon
You been lost, where you been at?

Hard rap, card trap, made for the mall rat
Blast this, in ear, make them witness
Don't bother me when I'm on the road
You on mama's back
Drops it, drops it on the floor
Don't bother me when I'm on the road
You on mama's back
Drops it, drops it on the floor
(Oh my gosh)
(Don't bother me
Don't bother me)

I beg you, don't bother me when I'm on the road
You on mama's back
He drops it on the floor
My side dude complains and keeps it on the low
He touch himself to magazines
To pictures of his own
D-d-don't bother me, bother me
D-d-don't bother me, bother me
Bother me, bother me
Bother me, bother me
Bother me, bother me
Bother me, bother me

Ego
Been showing lovers their own selves
Covered in 
Pride
Without natural affection
Truth ablaze
Where you been at?
Where you been at?
Bother me, bother me, bother me
I been drinkin' on the vodka orange juice
It got me thinkin' about thinking of you
I been drinkin' on the vodka orange juice
And you know I, know I, know I loved you
Think 'bout you
But I don't got time for livin' side the comforts
Of my God damn time so I leave it up to me
You been sendin' all these broken signals
I just keep him asking what we could have done
You tell me that I am too ambitious
But I break the moulds and you just watch the stones roll
Watch the stones roll
Watch the stones roll
You watch my stone roll away from you
It didn't even take three days
Didn't even take me there
Didn't even take me there",302.316,0.458,0.44,0.408,9e-06,0,0.195,-6.644,1,0.177,79.446,5,0.0494
Big GRRRL Small World,6,B.G.S.W.,39,"(Here we are)
(and all my big girls tell ‘em)
(here we are)
(bigger than the sun and the moon)
We can take over the earth
We can take over the earth
Too bad you couldn't be on the roster
Ya man, ya dig, ya can't speak rasta
Betty SpaghettiOs, no pasta
Just hog the coin like Whore-hey Washington
Poster child for big black ambition
Coattail-flunking and Timmy's wishlist
Tim chance be the only thing on my wishlist
Fried chicken and a bottle of Seagram's
Right?
Stereotypical archetypes
Arching and bishing, get radio play, like
Im'ma fit right in today
Let me get a seat at the front of the Grammys
Let me get a little bit of bitter grapes
I can't want what I want anyway
So I just kick back like Kid ‘n’ Play
Staying on the come-up like, 'that's my play'
Cinderella , 2am, ain’t got nothin’ on the way I keep the movin’
Shoot the hits and out the lat to rap the lap (/??)
Rappers all about the double enten-dres
Andre the Giant, on Dre the three stacks
Poppin chick peas like some andre manila
Manila your rice up and (red?)
Bigger than the sun and the moon
I can feel it in my bones, we can take over the world
And all my big girls tell it
Let the big girls tell it
(Listen!)
Come on, come on, welcome to Earth
We like to kill each other, turn each other to dirt
Got a lotta money? You the man now, babe
Better break me off some, Imma show you crazy
Show y’all crazy anyway
Any way you wanna slice that key lime tasty
Got my batches and cookies, gettin’ nasty on sookie
Me and Sophia did it all for the nookie
Fame, love and money
It’s powerful thangs if you think it is
But the thang is, it’s thankless to be the baddest chick who ain’t naked
That’s cool, what’s cool, I ain’t postin’ flick
You a magician you like turnin’ tricks
Got a trick for you, or maybe a treat
Now get your freak on a leash and lick my feet
I am on another level
Elevator, escalator, brahman
Pocahontas in her corset shading the Queen of England I am
Fools be like “The precipice is the end”
But I think it’s the beginnin’ (what)
Close your eyes and take the leap
Watch ‘em wave as you fly to the top no drop
(fly)
(her- here- here- here we are)
(yo can take- take- watch us take over)
It’s bigger than the sun and the moon
I can feel it in my bones, we can take over the world
And all my big girls tell it
Let the big girls tell it
Bigger than the sun and the moon
I can feel it in my bones, we can take over the world
And all my big girls tell it
Let the big girls tell it",196.042,0.301,0.723,0.627,0.0,9,0.118,-8.856,1,0.358,139.941,4,0.317
Big GRRRL Small World,7,The Fade,32,"Full of fried food and fatigue, uh
Full of fried food and fatigue
I-I-I ain't gettin' no sleep so I guess when I'mma wake
Mama-se, mama-sa, I'mma dream
Wearing my heart on my sleeve
Hol' up, hol' up, wait, no, hol' up
Gotta pack with my girls, no feelings all green
But you know no ""i"" in the team
By golly, Miss Molly, we in this thang
Big Bag Wolf, he make them piggies scream
All three houses--straw, sticks, bricks
And we blew 'em all down, dang, blousers
I don't play games but I know enough about 'em, how to win 'em bruh
Realize that it's not a game and jealousy is unhealthy competition yo
Welcome to the field, nigga, home of the field nigga
Hard-working mother, ugly duckling, black swan
Try to keep it in the real some time
But I gotta deal with a whole lotta nothing
And my whole life in front it so I guess I gotta run it
Seeing futures when I close my eyes
But I gotta deal with a whole lotta nothing
And my whole life in front it so I guess I gotta run it

I felt the fade but the fade's never over
You playing games but you don't got a scoreboard
I can't relate, I ain't made for this sport boy
It's for the worst

How can I make you feel? How can I
How can I make you feel when I don't even feel myself?
Not saying I'm not cocky but I know when it come to the flow
I will outdo myself, boom boom bang
They ain't the best cause they ain't in they lane
How can you try to be something you're not?
That is not art, girl please explain
Cut out the middle man, be instrumental
I'm not the one to play the second fiddle
Bach off my show kid, I'm tryna make Mozart
(I ain't seen the back of my eyelids in like a week)
Guess I gotta run it
 (x2)

Ooh, ooh-ooh-ooh! Ah-ah-ah-ah!
I felt the fade (x8)",179.558,0.296,0.774,0.846,3.53e-06,9,0.442,-5.487,0,0.224,119.954,4,0.438
Big GRRRL Small World,8,1 Deep,39,"I stopped talking to my mama for three months
No eye contact during lunch
Wasn't nothing else around us but mountains and trees
And my guilty worthless screams, ""What was wrong with me?""
Was the question, it was, it was ""How could she?""
What happen to a daddy girl when daddy don't exist no more?
I guess we gon' see

Wishing I could call you
You know when that bell ring
Angels get they wings
Someone tell me we gon'
Be alright but I think
That I gotta be
One deep
One deep, one deep

Dip my black body in gold (uniform)
I just wanna shed (ice cold)
Diamond crust (getting warm)

Somebody put me on the soap box
I got the voice of my kin folk, my mama
Mama gave me blessings and then some
I'm youngest of two, feeling like a elder
Alone in my room, wishing I could tell ya
""I love you"", ""I love too""
The best of me only comes out when it's you
But sorry ain't in my vocabulary

Man you better call me
You know when that bell ring
I will be on time
Someone told me if we
Listen to our hearts then
We gon' be alright (I'm ready)
Four deep
Four deep

When I melted into your chest
Just read this and think about it
Talk to me in person",206.905,0.898,0.467,0.498,0.000314,10,0.112,-8.483,0,0.258,119.372,5,0.182
Big GRRRL Small World,9,The Realest,32,"( Make it harder)
(It could all, it could all be so simple)
Disappear
Disappear
Disappear-appear-appear
(Gotta step yo game up)

What y'all want me to say, young man?
I am one woman
And my time is how you say expensive
I see they waste time on them expletives
I'm all verbs baby, let's go, you cute
I'm feeling sadistic, you will do
Another one if you got the juice
To pass around, it's for my crew
Yeah, he loving the crew
He wanna get booed, just do what it do
The turnover's too predictable
Can I tell the truth?
You might not make it so come get it babe

Looking like no other ho in here
Feeling like the realest
Can I peep the way he disappear?
Gotta step yo game up

What you know, what you know
What you know about falling in love with yourself?
Every day looking in the mirror
Think I found the proof for my health or my wealth
Yeah, laid up in this hotel
Sparkling bubbles and a pear
55 minutes till my sound check
Singing ain't the worse way they on a planet, jet
I'm taking all of my time, all of it
Body working hard, shower head
Sprinkling the stress away, tell em Lizzo wanna wait
But I'mma be looking real good when I get there, whoo!
Got a lot of problems, my niche ain't one
I slid right in, no swish, And1
I could have em if I want em, these boys is fun
Got em picking off the petals, baby one by one

Looking like no other ho in here
Feeling like the realest
Can I peep the way he disappear?
Gotta step yo game up

( Make it harder)
(It could all, it could all be so simple)
Like you want me to go
 like you want me to go
Like you want me to stay, like you want me to go

Looking like no other ho in here
Feeling like the realest
Can I peep the way he disappear?
Gotta step yo game up",234.429,0.379,0.488,0.618,0.000989,3,0.225,-5.884,0,0.0593,105.099,4,0.31
Big GRRRL Small World,10,En Love,41,"Like my hands in the air
Fingers kiss the sky
Smile on my lips, and I don't know why
I think I'm in love, I think I'm in love
I think I'm in love
With myself
I'm in love with myself, I'm in love with myself
I'm in love with myself, I'm in love

Kissing on my mirror
Staring in my eyes
Appreciating every curve and crevice
Smack my thighs
Smack it twice, watch it jiggle
You a bad batch cookie, cream filling in the middle
I'm a very picky girl
And yes you can call me mama
I got an A in self-esteem
So save the drama for Obama
Presidential in my stature
Statuesque and big as hell
If you in love with what you do, then leave them thirsties by the well
If they talking bout you, let 'em
You they entertainment
Reading you yo rights, just make it rain what they arrangin'
It's raining, it's pouring
Men and they're boring
Hallelujah thanking Jesus he made men so they could please us
All these years been searching for something that would complete me
Who knew that it would be me

I think I'm in love, I think I'm in love
I think I'm in love

Okay, this verse is about my best friend, bad as she can be
The only one that's on her level happens to be me
She'll give you a sprinkle, to them flounders bottom feeding
But ween 'em
As quick as she get that peen in
Ditch like a queen can
Skzzrt, after dinner I like that dessert
But he thirsty like he in the desert
What's worse, give it to him or get my own
Think I'm bout to hit him with that scissor
Cut, print, this scene is done
Nice to know, you all so nice to know
Level son, you on level one
I'm like ding, ding, ding, elevation
All my beautiful, big black beauty girls
Brown paper bag,  coke can, chill pants
Light skin, curly hair
Afro, in the air
Love yourself like nobody else can

Like my hands in the air
Fingers kiss the sky
Smile on my lips, and I don't know why
I think I'm in love, I think I'm in love
I think I'm in love
With myself
I'm in love with myself, I'm in love with myself
I'm in love with myself, I'm in love

Oh my god
Bionik, Bionik
Iconic, Iconic",204.19,0.0235,0.657,0.697,0.0,10,0.147,-5.15,0,0.167,141.884,4,0.216
Big GRRRL Small World,11,My Skin,41,"Learning to love yourself and like learning to love your body is like a whole journey that I feel like every person, but more specifically, women, have to go through so I feel like doing this is a good way to kinda break through and kinda seal the last chapter of the ""learning to love"" and just loving..

Ooh, what's deeper than, what's deeper than the darkest best
Kept secret? Beneath the surface, we could
Let it bring us together, or it could tear us apart, oh
I'm filled with it, I gotta love with no conditions
Though it's hard to re-envision time and time again
Even when, even when it didn't matter anymore
The most beautiful thing that you ever seen
Is even bigger than what we think it means
Reflections in my bloodstreams, it's even bigger than

I woke up in this, I woke up in this
In my skin
I can't wash it away, so you can't take it from me
My brown skin

Real world, big girl meets world
A crazy position, now your dreams is your mission, huh?
Staring in the mirror, realizing, wish it worked
Now all I wish is for a chance to give my kids a Ford
I got a family tree that's worth praising the Lord
Mama looking like the second, whoo! Look at God
Sister like a soldier, hold it down
Southwest gon' hold it down, uh
I love you, don't forget it, you beautiful Black masterpiece!
Boy, they don't make brothers like you
Uh, make it happen with that Black girl magic
The hat trick off of what we must do


Pardon me, just left a message to the city
Words stuck between my teeth, so gritty
Pay him for each minute I'm seething
A Black girl mixed with a little bit of Sacagawea
I pocket subpoenas, I swallow my pride and my ego
I wear my flaws on my sleeve and my skin like a peacoat
I see someone like me ashamed to be
And honestly, I'm really really
I'm fed up wit' it, try to send it up like a FedEx
I'm wondering what they sayin' next
Can't pretend to not hear it
It's your beauty, they can't have it
It's yours, they can't have it

I'm done with the struggle. I wanna-I just wanna enjoy my life now and maybe appreciate my skin..

I woke up in this, I woke up in this
In my skin
I can't wash it away, so you can't take it from me
My brown skin
Oh, I can't wash it away
No, you can't take it from me
My skin, your skin, yeah!
Oh, I can't wash it away
No, you can't take it from me
Ooh, my skin, ooh, my skin, yeah!

This is something I was born wit', you know? You can't buy this at a store, so hey..",258.445,0.15,0.384,0.457,0.0,5,0.359,-10.562,0,0.364,80.07,4,0.213
